company_name,idea_date,author,link,excerpt,code,price,market_cap
NUMEREX CORP -CL A,"MONDAY, SEP 7, 2015",coalone,https://valueinvestorsclub.com/idea/NUMEREX_CORP__-CL_A/9011078579,"Overview   Numerex (NRMX) was founded in 1992 and through a series of acquisitions, divestitures and foresight has morphed into a leading provider of on-demand and interactive machine-to-machine enterprise solutions, referred to as “M2M”. ... Read more",NUMEREX CORP -CL A NMRX,8.82,$168mn
RUSH ENTERPRISES INC,"SUNDAY, SEP 6, 2015",skimmer610,https://valueinvestorsclub.com/idea/RUSH_ENTERPRISES_INC/3421928399,"Summary and Thesis At current levels we believe that we believe that Rush Enterprises (NASDAQ: RUSH.A / RUSH.B)[1] represents a highly compelling risk / reward profile. In our view, RUSH represents ... Read more",RUSH ENTERPRISES INC RUSHB,22.13,$965mn
Bell AG,"FRIDAY, SEP 4, 2015",skimmer610,https://valueinvestorsclub.com/idea/Bell_AG/5196546530,"Summary and Thesis: At current levels we believe that Bell AG (SWX: BELL) represents a highly compelling risk / reward profile. In our view, BELL represents an opportunity to own a ... Read more",Bell AG SWX:BELL,"2,519.00","$1,005mn"
Care Capital Properties,"FRIDAY, SEP 4, 2015",cocacola77,https://valueinvestorsclub.com/idea/Care_Capital_Properties/7147950657,"Care Capital Properties (CCP) is a health-care REIT recently spun-off from Ventas, another publicly-traded REIT with a market cap of $18 billion. Care Capital Properties owns and leases out facilities used primarily in ... Read more",Care Capital Properties CCP,31.50,"$2,600mn"
BUILDERS FIRSTSOURCE,"THURSDAY, SEP 3, 2015",ringo962,https://valueinvestorsclub.com/idea/BUILDERS_FIRSTSOURCE/0084107139,"Builders FirstSource   Builders FirstSource is a leading supplier and manufacturer of structural building products for home builders. This summer, BLDR acquired ProBuild Holdings, a much larger competitive company that operates lumber ... Read more",BUILDERS FIRSTSOURCE BLDR,15.32,"$1,685mn"
MSC INDUSTRIAL DIRECT -CL A,"THURSDAY, SEP 3, 2015",rc197906,https://valueinvestorsclub.com/idea/MSC_INDUSTRIAL_DIRECT__-CL_A/5158298268,"MSC is a leading distributor of MRO and industrial supplies that span everything from metalworking supplies such as cutting tools to other categories like safety, electrical, hand and power tools, ... Read more",MSC INDUSTRIAL DIRECT -CL A MSM,67.39,"$4,158mn"
Tessenderlo Chemie NV,"THURSDAY, SEP 3, 2015",newman9,https://valueinvestorsclub.com/idea/Tessenderlo_Chemie_NV/8527268355,Tessenderlo is a specialty chemicals and industrial company headquartered in Belgium with the bulk of its operations spread equally between North America and Europe.  The company’s businesses span agricultural chemicals ... Read more,Tessenderlo Chemie NV TESB BB,29.97,"$1,283mn"
LIBERTY INTERACTV CP QVC GRP,"THURSDAY, SEP 3, 2015",clark0225,https://valueinvestorsclub.com/idea/LIBERTY_INTERACTV_CP_QVC_GRP/3778377764,I’ve gotten a few QVC related questions on the baileyb’s prior LINTA writeup and figured there have been enough changes since December 2013 that it was worth re-posting the idea. ... Read more,LIBERTY INTERACTV CP QVC GRP QVCA,27.57,"$12,893mn"
MEDLEY MANAGEMENT INC,"THURSDAY, SEP 3, 2015",shteinb,https://valueinvestorsclub.com/idea/MEDLEY_MANAGEMENT_INC/8276427878,"Description:  Medley Management (""MDLY"") is a permanent-capital, fixed income oriented asset manager that went public in the fall of 2014. Medley is based in New York and employs ~80 people. ... Read more",MEDLEY MANAGEMENT INC MDLY,7.15,$210mn
FIRST NATIONAL FINL CORP,"THURSDAY, SEP 3, 2015",Element119,https://valueinvestorsclub.com/idea/FIRST_NATIONAL_FINL_CORP/4895748134,"Investment Thesis First National Financial Corporation (“First National”) is Canada’s largest non-bank originator, underwriter and servicer of mortgages. First National has over C$90 billion of mortgages currently under administration – yet ... Read more",FIRST NATIONAL FINL CORP FN.,20.00,"$1,200mn"
ITEX CORP,"THURSDAY, SEP 3, 2015",clancy836,https://valueinvestorsclub.com/idea/ITEX_CORP/8933955342,"(As advance notice, this is a microcap writeup suitable for personal accounts.)   ITEX Incorporated (OTCBB: ITEX) owns and administers a cashless payment network in operation for more than 30 years, where ... Read more",ITEX CORP ITEX,3.05,$6mn
GANNETT CO INC,"WEDNESDAY, SEP 2, 2015",rjm59,https://valueinvestorsclub.com/idea/GANNETT_CO_INC/7105132408,"Boring is beautiful… Background Gannett Corporation Inc, is a recent spin off in a beaten up industry, 5% dividend, 10% buyback, steady management, and Icahn as a 13-D holder. Spunoff at the beginning ... Read more",GANNETT CO INC GCI,13.24,"$1,500mn"
Playtech,"WEDNESDAY, SEP 2, 2015",avahaz,https://valueinvestorsclub.com/idea/Playtech/9320601704,"Business Description Post recent transactions, Platyech’s business is roughly evenly split between the #1 B2B online gaming provider globally and B2C CFD brokerage. Both business segments are benefitting from the secular ... Read more",Playtech PTEC,862.50,"$4,685mn"
CARLYLE GROUP long/Blackstone short,"TUESDAY, SEP 1, 2015",socratesplus,https://valueinvestorsclub.com/idea/CARLYLE_GROUP_longBlackstone_short/8449023262,"Idea   Long CG, short BX pair trade. Catalyst:  Reversal of market over-reaction to CG’s hedge fund implosion at CG-owned Claren Road Asset and Vermillion   NB: Shares outstanding and market cap are on ... Read more",CARLYLE GROUP long/Blackstone short CG/BX Pair Trade,20.34,"$8,200mn"
MIDDLEBY CORP,"MONDAY, AUG 31, 2015",maggie1002,https://valueinvestorsclub.com/idea/MIDDLEBY_CORP/8525549001,"In a market starved for growth, the market is paying “priced for perfection” type multiples for growth (though moderating over the last couple of weeks for some growth stocks) and ... Read more",MIDDLEBY CORP MIDD,108.55,"$6,223mn"
DIVERSICARE HEALTHCARE SVCS,"MONDAY, AUG 31, 2015",zach721,https://valueinvestorsclub.com/idea/DIVERSICARE_HEALTHCARE_SVCS/6756137102,Diversicare Healthcare Services (DVCR) is an underfollowed story with a blend of growth and value in the nursing home industry. ·  Growth o Guidance to “double the company within 5 years ... Read more,DIVERSICARE HEALTHCARE SVCS DVCR,10.65,$67mn
NORTHSTAR REALTY FINANCE CP,"MONDAY, AUG 31, 2015",DaytonCapital,https://valueinvestorsclub.com/idea/NORTHSTAR_REALTY_FINANCE_CP/3659779498,"Link https://www.scribd.com/doc/277138770/NRF-Memo-August-2015?secret_password=8BV63aUgY9y2yrlCAJ4Q Recommendation: Long NorthStar Realty (NRF) At a 11.6% dividend yield (covered 1.13x), investors get paid to wait for the market to understand that NRF has transitioned its business model to an ... Read more",NORTHSTAR REALTY FINANCE CP NRF,13.83,"$5,210mn"
LIBERTY INTERACTV CP QVC GRP,"MONDAY, AUG 31, 2015",clark0225,https://valueinvestorsclub.com/idea/LIBERTY_INTERACTV_CP_QVC_GRP/3778377764,I’ve gotten a few QVC related questions on the baileyb’s prior LINTA writeup and figured there have been enough changes since December 2013 that it was worth re-posting the idea. ... Read more,LIBERTY INTERACTV CP QVC GRP QVCA,27.57,"$12,893mn"
MEDLEY MANAGEMENT INC,"MONDAY, AUG 31, 2015",shteinb,https://valueinvestorsclub.com/idea/MEDLEY_MANAGEMENT_INC/8276427878,"Description:  Medley Management (""MDLY"") is a permanent-capital, fixed income oriented asset manager that went public in the fall of 2014. Medley is based in New York and employs ~80 people. ... Read more",MEDLEY MANAGEMENT INC MDLY,7.15,$210mn
FIRST NATIONAL FINL CORP,"MONDAY, AUG 31, 2015",Element119,https://valueinvestorsclub.com/idea/FIRST_NATIONAL_FINL_CORP/4895748134,"Investment Thesis First National Financial Corporation (“First National”) is Canada’s largest non-bank originator, underwriter and servicer of mortgages. First National has over C$90 billion of mortgages currently under administration – yet ... Read more",FIRST NATIONAL FINL CORP FN.,20.00,"$1,200mn"
ITEX CORP,"MONDAY, AUG 31, 2015",clancy836,https://valueinvestorsclub.com/idea/ITEX_CORP/8933955342,"(As advance notice, this is a microcap writeup suitable for personal accounts.)   ITEX Incorporated (OTCBB: ITEX) owns and administers a cashless payment network in operation for more than 30 years, where ... Read more",ITEX CORP ITEX,3.05,$6mn
GANNETT CO INC,"WEDNESDAY, SEP 2, 2015",rjm59,https://valueinvestorsclub.com/idea/GANNETT_CO_INC/7105132408,"Boring is beautiful… Background Gannett Corporation Inc, is a recent spin off in a beaten up industry, 5% dividend, 10% buyback, steady management, and Icahn as a 13-D holder. Spunoff at the beginning ... Read more",GANNETT CO INC GCI,13.24,"$1,500mn"
Playtech,"WEDNESDAY, SEP 2, 2015",avahaz,https://valueinvestorsclub.com/idea/Playtech/9320601704,"Business Description Post recent transactions, Platyech’s business is roughly evenly split between the #1 B2B online gaming provider globally and B2C CFD brokerage. Both business segments are benefitting from the secular ... Read more",Playtech PTEC,862.50,"$4,685mn"
CARLYLE GROUP long/Blackstone short,"TUESDAY, SEP 1, 2015",socratesplus,https://valueinvestorsclub.com/idea/CARLYLE_GROUP_longBlackstone_short/8449023262,"Idea   Long CG, short BX pair trade. Catalyst:  Reversal of market over-reaction to CG’s hedge fund implosion at CG-owned Claren Road Asset and Vermillion   NB: Shares outstanding and market cap are on ... Read more",CARLYLE GROUP long/Blackstone short CG/BX Pair Trade,20.34,"$8,200mn"
MIDDLEBY CORP,"MONDAY, AUG 31, 2015",maggie1002,https://valueinvestorsclub.com/idea/MIDDLEBY_CORP/8525549001,"In a market starved for growth, the market is paying “priced for perfection” type multiples for growth (though moderating over the last couple of weeks for some growth stocks) and ... Read more",MIDDLEBY CORP MIDD,108.55,"$6,223mn"
DIVERSICARE HEALTHCARE SVCS,"MONDAY, AUG 31, 2015",zach721,https://valueinvestorsclub.com/idea/DIVERSICARE_HEALTHCARE_SVCS/6756137102,Diversicare Healthcare Services (DVCR) is an underfollowed story with a blend of growth and value in the nursing home industry. ·  Growth o Guidance to “double the company within 5 years ... Read more,DIVERSICARE HEALTHCARE SVCS DVCR,10.65,$67mn
NORTHSTAR REALTY FINANCE CP,"MONDAY, AUG 31, 2015",DaytonCapital,https://valueinvestorsclub.com/idea/NORTHSTAR_REALTY_FINANCE_CP/3659779498,"Link https://www.scribd.com/doc/277138770/NRF-Memo-August-2015?secret_password=8BV63aUgY9y2yrlCAJ4Q Recommendation: Long NorthStar Realty (NRF) At a 11.6% dividend yield (covered 1.13x), investors get paid to wait for the market to understand that NRF has transitioned its business model to an ... Read more",NORTHSTAR REALTY FINANCE CP NRF,13.83,"$5,210mn"
Teledoc,"MONDAY, AUG 31, 2015",deerwood,https://valueinvestorsclub.com/idea/Teledoc/7099775168,INVESTMENT THESIS   Teledoc (“TDOC” or the “Company”) is a healthcare data administrator/ call center operator that recently IPOed under the JOBS Act at an inflated revenue multiple (currently 16x LTM) by ... Read more,Teledoc TDOC,27.72,"$1,136mn"
NATIONAL GENERAL HOLDINGS CP,"SUNDAY, AUG 30, 2015",Mason,https://valueinvestorsclub.com/idea/NATIONAL_GENERAL_HOLDINGS_CP/4445448629,"National General: 100% upside, A+ mgmt, high quality, under-the-radar Investment Summary: National General (NASDAQ:NGHC) is a specialty personal line insurer and a top 20 underwriter of U.S. personal auto insurance with ... Read more",NATIONAL GENERAL HOLDINGS CP NGHC,18.60,"$1,929mn"
MICHAEL KORS HOLDINGS LTD,"SUNDAY, AUG 30, 2015",skca74,https://valueinvestorsclub.com/idea/MICHAEL_KORS_HOLDINGS_LTD/9476663432,Thesis: KORS is trading at 10.2x this year’s calender year earnings and is in a transition period from several investments that we believe will reaccelerate growth next year.   Longer term there ... Read more,MICHAEL KORS HOLDINGS LTD KORS,43.17,"$8,349mn"
CLUBCORP HOLDINGS INC,"FRIDAY, AUG 28, 2015",gordon703,https://valueinvestorsclub.com/idea/CLUBCORP_HOLDINGS_INC/9893513741,"Clubcorp (MYCC)   Here is a secret: the golf industry has been stuck in the rough as golf courses massively grew through the 90s and 00s, yet demand hit a wall when ... Read more",CLUBCORP HOLDINGS INC MYCC,22.32,"$1,436mn"
Cash,"THURSDAY, AUG 27, 2015",Lincott,https://valueinvestorsclub.com/idea/Cash_/7284682461,"Recommendation: if you can’t find anything to buy and volatility matters to you, hold some cash.   “More money has been lost by investors preparing for corrections or trying to anticipate corrections ... Read more",Cash vmmxx,1.00,$1mn
FAIRCHILD SEMICONDUCTOR INTL,"THURSDAY, AUG 27, 2015",straw1023,https://valueinvestorsclub.com/idea/FAIRCHILD_SEMICONDUCTOR_INTL/8255697287,"Summary - Catalyst-rich idea as mis-understood corporate transformation should be completed in late 2015. - Until recently, Fairchild was a poorly run company. It was run for the benefit of its engineers ... Read more",FAIRCHILD SEMICONDUCTOR INTL FCS,13.30,"$1,576mn"
BOB EVANS FARMS,"WEDNESDAY, AUG 26, 2015",RiskReward,https://valueinvestorsclub.com/idea/BOB_EVANS_FARMS/0644423335,"It’s finally time to buy BOBE, which could rise 39% to $60 over the next year as the company executes on turnaround initiatives, pursues sale-leaseback transactions for their owned real ... Read more",BOB EVANS FARMS BOBE,43.33,$960mn
Bolsas Y Mercados Espanoles,"WEDNESDAY, AUG 26, 2015",avahaz,https://valueinvestorsclub.com/idea/Bolsas_Y_Mercados_Espanoles/5433277349,"Bolsas Y Mercados Espanoles (BME) BME operates the Spanish stock exchange. The company derives more than half of its revenue from the most commoditized, lowest growth and most competitive segment of ... Read more",Bolsas Y Mercados Espanoles BME,35.46,"$3,375mn"
ATLAS RESOURCE PARTNERS LP 9.25% Snr Unsecured 2021,"WEDNESDAY, AUG 26, 2015",Akritai,https://valueinvestorsclub.com/idea/ATLAS_RESOURCE_PARTNERS_LP_9.25%25_Snr_Unsecured_2021/8960134831,"ATLS has been written up several times on VIC, most recently on October 25, 2014 by cwtdal. Given it has been almost a year and the opportunity has changed with ... Read more",ATLAS RESOURCE PARTNERS LP 9.25% Snr Unsecured 2021 049296AE6,57.00,$292mn
CALAMOS ASSET MANAGEMENT INC,"TUESDAY, AUG 25, 2015",alex981,https://valueinvestorsclub.com/idea/CALAMOS_ASSET_MANAGEMENT_INC/3420076944,"I don't like to repeat an idea, but since it's been a few years, and the valuation is compelling, here goes: Calamos Asset Management (CAM) is a holding company that owns ... Read more",CALAMOS ASSET MANAGEMENT INC CLMS,10.10,$201mn
Teledoc,"TUESDAY, AUG 25, 2015",deerwood,https://valueinvestorsclub.com/idea/Teledoc/7099775168,INVESTMENT THESIS   Teledoc (“TDOC” or the “Company”) is a healthcare data administrator/ call center operator that recently IPOed under the JOBS Act at an inflated revenue multiple (currently 16x LTM) by ... Read more,Teledoc TDOC,27.72,"$1,136mn"
NATIONAL GENERAL HOLDINGS CP,"SUNDAY, AUG 30, 2015",Mason,https://valueinvestorsclub.com/idea/NATIONAL_GENERAL_HOLDINGS_CP/4445448629,"National General: 100% upside, A+ mgmt, high quality, under-the-radar Investment Summary: National General (NASDAQ:NGHC) is a specialty personal line insurer and a top 20 underwriter of U.S. personal auto insurance with ... Read more",NATIONAL GENERAL HOLDINGS CP NGHC,18.60,"$1,929mn"
MICHAEL KORS HOLDINGS LTD,"SUNDAY, AUG 30, 2015",skca74,https://valueinvestorsclub.com/idea/MICHAEL_KORS_HOLDINGS_LTD/9476663432,Thesis: KORS is trading at 10.2x this year’s calender year earnings and is in a transition period from several investments that we believe will reaccelerate growth next year.   Longer term there ... Read more,MICHAEL KORS HOLDINGS LTD KORS,43.17,"$8,349mn"
